service_date,station,source_train,target_train,source_arr_delay,target_arr_delay,gap_minutes,risk_score,risk_band,warning_priority,alert_message
2024-09-12,CSMT,11009,12109,0.0,3.0,28.0,0.5934136712768332,HIGH,VERY HIGH,CSMT: Train 11009 may propagate delay to Train 12109 (risk 59.3%)
2024-09-25,BINA,12920,22537,157.0,39.0,12.0,0.5933891306943475,HIGH,VERY HIGH,BINA: Train 12920 may propagate delay to Train 22537 (risk 59.3%)
2024-09-20,BINA,22538,12197,8.0,27.0,29.0,0.5932567131748063,HIGH,VERY HIGH,BINA: Train 22538 may propagate delay to Train 12197 (risk 59.3%)
2024-09-18,CSMT,22177,12809,23.0,221.0,18.0,0.5931867513303892,HIGH,VERY HIGH,CSMT: Train 22177 may propagate delay to Train 12809 (risk 59.3%)
2024-09-16,CSMT,11057,22105,15.0,8.0,3.0,0.59318084711578,HIGH,VERY HIGH,CSMT: Train 11057 may propagate delay to Train 22105 (risk 59.3%)
2024-09-11,ASR,22488,15708,0.0,55.0,15.0,0.5931393387675161,HIGH,VERY HIGH,ASR: Train 22488 may propagate delay to Train 15708 (risk 59.3%)
2024-09-07,CSMT,12859,22119,0.0,17.0,7.0,0.5931111567668452,HIGH,VERY HIGH,CSMT: Train 12859 may propagate delay to Train 22119 (risk 59.3%)
2024-09-10,CSMT,22159,20706,0.0,2.0,27.0,0.5930413540605276,HIGH,VERY HIGH,CSMT: Train 22159 may propagate delay to Train 20706 (risk 59.3%)
2024-09-18,BINA,11072,12184,71.0,9.0,3.0,0.5930040200795278,HIGH,VERY HIGH,BINA: Train 11072 may propagate delay to Train 12184 (risk 59.3%)
2024-09-30,BINA,18238,12138,4.0,103.0,24.0,0.5929001383713015,HIGH,VERY HIGH,BINA: Train 18238 may propagate delay to Train 12138 (risk 59.3%)
2024-09-13,ANVT,22425,5672,0.0,2.0,7.0,0.592873980344781,HIGH,VERY HIGH,ANVT: Train 22425 may propagate delay to Train 5672 (risk 59.3%)
2024-09-19,ANVT,14006,12236,0.0,61.0,21.0,0.5928139779892122,HIGH,VERY HIGH,ANVT: Train 14006 may propagate delay to Train 12236 (risk 59.3%)
2024-09-15,BINA,22163,12626,5.0,308.0,8.0,0.5927901429671695,HIGH,VERY HIGH,BINA: Train 22163 may propagate delay to Train 12626 (risk 59.3%)
2024-09-27,ANVT,22457,14006,0.0,6.0,15.0,0.5927677090114222,HIGH,VERY HIGH,ANVT: Train 22457 may propagate delay to Train 14006 (risk 59.3%)
2024-09-12,TVC,16382,12625,75.0,2.0,27.0,0.5926704052870077,HIGH,VERY HIGH,TVC: Train 16382 may propagate delay to Train 12625 (risk 59.3%)
2024-09-07,CSMT,12289,17411,4.0,0.0,2.0,0.5926388094309202,HIGH,VERY HIGH,CSMT: Train 12289 may propagate delay to Train 17411 (risk 59.3%)
2024-09-04,CSMT,12051,22229,5.0,2.0,12.0,0.5926236397582315,HIGH,VERY HIGH,CSMT: Train 12051 may propagate delay to Train 22229 (risk 59.3%)
2024-09-04,ASR,14654,13006,5.0,0.0,15.0,0.5925953570113406,HIGH,VERY HIGH,ASR: Train 14654 may propagate delay to Train 13006 (risk 59.3%)
2024-09-09,BINA,19166,1025,28.0,131.0,3.0,0.5925590408409853,HIGH,VERY HIGH,BINA: Train 19166 may propagate delay to Train 1025 (risk 59.3%)
2024-09-11,ASR,12498,22429,5.0,17.0,22.0,0.5925415135219204,HIGH,VERY HIGH,ASR: Train 12498 may propagate delay to Train 22429 (risk 59.3%)
2024-09-10,ANVT,22438,12428,0.0,44.0,13.0,0.5925002145091469,HIGH,VERY HIGH,ANVT: Train 22438 may propagate delay to Train 12428 (risk 59.3%)
2024-09-06,VGLJ,12721,12716,124.0,290.0,3.0,0.5924891927654108,HIGH,VERY HIGH,VGLJ: Train 12721 may propagate delay to Train 12716 (risk 59.2%)
2024-09-07,ASR,14506,14650,0.0,2.0,2.0,0.5924647449487399,HIGH,VERY HIGH,ASR: Train 14506 may propagate delay to Train 14650 (risk 59.2%)
2024-09-22,CSMT,12322,12115,10.0,6.0,21.0,0.5924466555196645,HIGH,VERY HIGH,CSMT: Train 12322 may propagate delay to Train 12115 (risk 59.2%)
2024-09-10,NDLS,2569,12715,527.0,5.0,23.0,0.5924320987074743,HIGH,VERY HIGH,NDLS: Train 2569 may propagate delay to Train 12715 (risk 59.2%)
2024-09-11,NZM,12155,12925,137.0,14.0,6.0,0.5924071806657885,HIGH,VERY HIGH,NZM: Train 12155 may propagate delay to Train 12925 (risk 59.2%)
2024-09-17,CSMT,12110,82356,8.0,2.0,14.0,0.5923733263297802,HIGH,VERY HIGH,CSMT: Train 12110 may propagate delay to Train 82356 (risk 59.2%)
2024-09-10,BINA,22162,22163,14.0,13.0,29.0,0.5923590571970504,HIGH,VERY HIGH,BINA: Train 22162 may propagate delay to Train 22163 (risk 59.2%)
2024-09-28,BINA,12192,11072,286.0,105.0,11.0,0.5923374284720495,HIGH,VERY HIGH,BINA: Train 12192 may propagate delay to Train 11072 (risk 59.2%)
2024-09-16,CSMT,17612,12105,2.0,0.0,19.0,0.5922729719234158,HIGH,VERY HIGH,CSMT: Train 17612 may propagate delay to Train 12105 (risk 59.2%)
2024-09-06,CSMT,12115,1183,0.0,17.0,6.0,0.5922442977950193,HIGH,VERY HIGH,CSMT: Train 12115 may propagate delay to Train 1183 (risk 59.2%)
2024-09-22,ANVT,14006,2526,52.0,104.0,12.0,0.592210355179397,HIGH,VERY HIGH,ANVT: Train 14006 may propagate delay to Train 2526 (risk 59.2%)
2024-09-26,ANVT,14008,22412,0.0,7.0,21.0,0.5921375166698265,HIGH,VERY HIGH,ANVT: Train 14008 may propagate delay to Train 22412 (risk 59.2%)
2024-09-25,ANVT,14006,4056,0.0,16.0,21.0,0.5921375166698265,HIGH,VERY HIGH,ANVT: Train 14006 may propagate delay to Train 4056 (risk 59.2%)
2024-09-20,ASR,18104,14674,10.0,14.0,24.0,0.5921026555381452,HIGH,VERY HIGH,ASR: Train 18104 may propagate delay to Train 14674 (risk 59.2%)
2024-09-21,CSMT,12137,12111,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12137 may propagate delay to Train 12111 (risk 59.2%)
2024-09-12,CSMT,12137,12111,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12137 may propagate delay to Train 12111 (risk 59.2%)
2024-09-30,CSMT,12859,22223,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12859 may propagate delay to Train 22223 (risk 59.2%)
2024-09-05,CSMT,11008,12137,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 11008 may propagate delay to Train 12137 (risk 59.2%)
2024-09-11,CSMT,12127,11007,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12127 may propagate delay to Train 11007 (risk 59.2%)
2024-09-17,CSMT,22225,12125,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 22225 may propagate delay to Train 12125 (risk 59.2%)
2024-09-22,CSMT,22105,12859,0.0,0.0,21.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 22105 may propagate delay to Train 12859 (risk 59.2%)
2024-09-20,CSMT,17612,12105,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 17612 may propagate delay to Train 12105 (risk 59.2%)
2024-09-28,CSMT,17612,12105,0.0,0.0,21.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 17612 may propagate delay to Train 12105 (risk 59.2%)
2024-09-03,CSMT,12051,17617,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12051 may propagate delay to Train 17617 (risk 59.2%)
2024-09-06,CSMT,22223,12127,0.0,0.0,19.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 22223 may propagate delay to Train 12127 (risk 59.2%)
2024-09-01,CSMT,22225,12125,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 22225 may propagate delay to Train 12125 (risk 59.2%)
2024-09-30,CSMT,12127,11007,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12127 may propagate delay to Train 11007 (risk 59.2%)
2024-09-02,CSMT,17612,12105,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 17612 may propagate delay to Train 12105 (risk 59.2%)
2024-09-25,CSMT,22105,12859,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 22105 may propagate delay to Train 12859 (risk 59.2%)
2024-09-22,CSMT,22223,12127,0.0,0.0,19.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 22223 may propagate delay to Train 12127 (risk 59.2%)
2024-09-06,CSMT,12137,12111,0.0,0.0,19.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12137 may propagate delay to Train 12111 (risk 59.2%)
2024-09-22,CSMT,12127,11007,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12127 may propagate delay to Train 11007 (risk 59.2%)
2024-09-12,CSMT,12859,22223,0.0,0.0,19.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12859 may propagate delay to Train 22223 (risk 59.2%)
2024-09-17,CSMT,12051,17617,0.0,0.0,20.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 12051 may propagate delay to Train 17617 (risk 59.2%)
2024-09-15,CSMT,20706,12188,0.0,0.0,19.0,0.5919590977429511,HIGH,VERY HIGH,CSMT: Train 20706 may propagate delay to Train 12188 (risk 59.2%)
2024-09-06,NDLS,11842,12260,76.0,2.0,11.0,0.591835689944775,HIGH,VERY HIGH,NDLS: Train 11842 may propagate delay to Train 12260 (risk 59.2%)
2024-09-10,ANVT,15059,5284,107.0,351.0,24.0,0.5917529359207957,HIGH,VERY HIGH,ANVT: Train 15059 may propagate delay to Train 5284 (risk 59.2%)
2024-09-18,CSMT,22223,12127,2.0,0.0,18.0,0.5916609440418473,HIGH,VERY HIGH,CSMT: Train 22223 may propagate delay to Train 12127 (risk 59.2%)
2024-09-08,CSMT,17612,12105,2.0,0.0,18.0,0.5916609440418473,HIGH,VERY HIGH,CSMT: Train 17612 may propagate delay to Train 12105 (risk 59.2%)
2024-09-09,ANVT,22426,4032,0.0,74.0,18.0,0.5915900911152244,HIGH,VERY HIGH,ANVT: Train 22426 may propagate delay to Train 4032 (risk 59.2%)
2024-09-26,CSMT,11009,12109,2.0,0.0,23.0,0.5915889165118325,HIGH,VERY HIGH,CSMT: Train 11009 may propagate delay to Train 12109 (risk 59.2%)
2024-09-04,BINA,12716,19489,143.0,22.0,26.0,0.5915577850081905,HIGH,VERY HIGH,BINA: Train 12716 may propagate delay to Train 19489 (risk 59.2%)
2024-09-16,CSMT,11139,12133,40.0,17.0,11.0,0.59148686083331,HIGH,VERY HIGH,CSMT: Train 11139 may propagate delay to Train 12133 (risk 59.1%)
2024-09-04,NDLS,12419,12724,63.0,4.0,1.0,0.5913623208402787,HIGH,VERY HIGH,NDLS: Train 12419 may propagate delay to Train 12724 (risk 59.1%)
2024-09-24,CSMT,12534,11029,4.0,0.0,11.0,0.5912802140078788,HIGH,VERY HIGH,CSMT: Train 12534 may propagate delay to Train 11029 (risk 59.1%)
2024-09-21,CSMT,12322,12115,3.0,0.0,22.0,0.5912725379628566,HIGH,VERY HIGH,CSMT: Train 12322 may propagate delay to Train 12115 (risk 59.1%)
2024-09-07,CSMT,11030,12289,9.0,4.0,5.0,0.5912260608172292,HIGH,VERY HIGH,CSMT: Train 11030 may propagate delay to Train 12289 (risk 59.1%)
2024-09-16,CSMT,17617,11057,0.0,15.0,14.0,0.5911643461022068,HIGH,VERY HIGH,CSMT: Train 17617 may propagate delay to Train 11057 (risk 59.1%)
2024-09-14,CSMT,22223,12127,0.0,7.0,26.0,0.5909821443501453,HIGH,VERY HIGH,CSMT: Train 22223 may propagate delay to Train 12127 (risk 59.1%)
2024-09-10,CSMT,20705,11011,3.0,0.0,2.0,0.590980627346238,HIGH,VERY HIGH,CSMT: Train 20705 may propagate delay to Train 11011 (risk 59.1%)
2024-09-06,CSMT,20705,11011,3.0,0.0,2.0,0.590980627346238,HIGH,VERY HIGH,CSMT: Train 20705 may propagate delay to Train 11011 (risk 59.1%)
2024-09-12,CSMT,12289,17411,3.0,0.0,2.0,0.590980627346238,HIGH,VERY HIGH,CSMT: Train 12289 may propagate delay to Train 17411 (risk 59.1%)
2024-09-26,CSMT,22732,11019,0.0,18.0,7.0,0.5909402015852265,HIGH,VERY HIGH,CSMT: Train 22732 may propagate delay to Train 11019 (risk 59.1%)
2024-09-25,BINA,20481,9044,5.0,152.0,7.0,0.5909202152806701,HIGH,VERY HIGH,BINA: Train 20481 may propagate delay to Train 9044 (risk 59.1%)
2024-09-29,ASR,12498,22429,3.0,23.0,30.0,0.590915861010811,HIGH,VERY HIGH,ASR: Train 12498 may propagate delay to Train 22429 (risk 59.1%)
2024-09-02,ANVT,12488,2398,0.0,8.0,18.0,0.5909136297958387,HIGH,VERY HIGH,ANVT: Train 12488 may propagate delay to Train 2398 (risk 59.1%)
2024-09-24,CSMT,20706,12188,5.0,0.0,15.0,0.590871831437261,HIGH,VERY HIGH,CSMT: Train 20706 may propagate delay to Train 12188 (risk 59.1%)
2024-09-16,ANVT,22806,12488,3.0,8.0,15.0,0.5908570780642711,HIGH,VERY HIGH,ANVT: Train 22806 may propagate delay to Train 12488 (risk 59.1%)
2024-09-16,ANVT,22425,14010,0.0,0.0,5.0,0.5908355556448055,HIGH,VERY HIGH,ANVT: Train 22425 may propagate delay to Train 14010 (risk 59.1%)
2024-09-21,ANVT,22425,14010,0.0,0.0,6.0,0.5908355556448055,HIGH,VERY HIGH,ANVT: Train 22425 may propagate delay to Train 14010 (risk 59.1%)
2024-09-09,ANVT,15280,22406,0.0,0.0,11.0,0.5907960749592731,HIGH,VERY HIGH,ANVT: Train 15280 may propagate delay to Train 22406 (risk 59.1%)
2024-09-08,ANVT,22457,14006,0.0,0.0,11.0,0.5907960749592731,HIGH,VERY HIGH,ANVT: Train 22457 may propagate delay to Train 14006 (risk 59.1%)
2024-09-19,NZM,12722,22168,2.0,2.0,10.0,0.5906878981468922,HIGH,VERY HIGH,NZM: Train 12722 may propagate delay to Train 22168 (risk 59.1%)
2024-09-07,NDLS,14323,12420,87.0,3.0,11.0,0.5906864703550256,HIGH,VERY HIGH,NDLS: Train 14323 may propagate delay to Train 12420 (risk 59.1%)
2024-09-23,CSMT,22107,12809,2.0,0.0,9.0,0.5906716659971798,HIGH,VERY HIGH,CSMT: Train 22107 may propagate delay to Train 12809 (risk 59.1%)
2024-09-19,CSMT,11057,22105,2.0,0.0,9.0,0.5906716659971798,HIGH,VERY HIGH,CSMT: Train 11057 may propagate delay to Train 22105 (risk 59.1%)
2024-09-28,BINA,12198,12002,37.0,11.0,14.0,0.5906594625541798,HIGH,VERY HIGH,BINA: Train 12198 may propagate delay to Train 12002 (risk 59.1%)
2024-09-05,NZM,12156,11842,0.0,135.0,6.0,0.5906312887167318,HIGH,VERY HIGH,NZM: Train 12156 may propagate delay to Train 11842 (risk 59.1%)
2024-09-28,CSMT,10104,12809,9.0,46.0,2.0,0.5906290075115329,HIGH,VERY HIGH,CSMT: Train 10104 may propagate delay to Train 12809 (risk 59.1%)
2024-09-20,ASR,4652,12716,54.0,404.0,25.0,0.5905917730927145,HIGH,VERY HIGH,ASR: Train 4652 may propagate delay to Train 12716 (risk 59.1%)
2024-09-26,CSMT,11139,17057,4.0,0.0,7.0,0.5905389585604168,HIGH,VERY HIGH,CSMT: Train 11139 may propagate delay to Train 17057 (risk 59.1%)
2024-09-03,CSMT,12125,11401,2.0,0.0,8.0,0.5905215028563413,HIGH,VERY HIGH,CSMT: Train 12125 may propagate delay to Train 11401 (risk 59.1%)
2024-09-24,CSMT,11139,17057,2.0,0.0,8.0,0.5905215028563413,HIGH,VERY HIGH,CSMT: Train 11139 may propagate delay to Train 17057 (risk 59.1%)
2024-09-09,CSMT,11139,17057,2.0,0.0,8.0,0.5905215028563413,HIGH,VERY HIGH,CSMT: Train 11139 may propagate delay to Train 17057 (risk 59.1%)
2024-09-09,CSMT,11011,12071,2.0,0.0,8.0,0.5905215028563413,HIGH,VERY HIGH,CSMT: Train 11011 may propagate delay to Train 12071 (risk 59.1%)
2024-09-11,CSMT,22229,17617,2.0,0.0,4.0,0.590456386889136,HIGH,VERY HIGH,CSMT: Train 22229 may propagate delay to Train 17617 (risk 59.0%)
2024-09-01,ASR,12460,12054,5.0,0.0,30.0,0.5904477502105996,HIGH,VERY HIGH,ASR: Train 12460 may propagate delay to Train 12054 (risk 59.0%)
2024-09-28,NZM,12808,12280,0.0,7.0,13.0,0.5904388140159207,HIGH,VERY HIGH,NZM: Train 12808 may propagate delay to Train 12280 (risk 59.0%)
2024-09-27,BINA,14814,11078,194.0,91.0,7.0,0.5904313315075056,HIGH,VERY HIGH,BINA: Train 14814 may propagate delay to Train 11078 (risk 59.0%)
2024-09-28,ANVT,12816,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12816 may propagate delay to Train 12506 (risk 59.0%)
2024-09-15,ANVT,18428,15274,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 18428 may propagate delay to Train 15274 (risk 59.0%)
2024-09-11,ANVT,12826,12488,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12826 may propagate delay to Train 12488 (risk 59.0%)
2024-09-04,ANVT,12826,12488,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12826 may propagate delay to Train 12488 (risk 59.0%)
2024-09-05,ANVT,12816,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12816 may propagate delay to Train 12506 (risk 59.0%)
2024-09-17,ANVT,12876,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12876 may propagate delay to Train 12506 (risk 59.0%)
2024-09-27,ANVT,12820,12488,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12820 may propagate delay to Train 12488 (risk 59.0%)
2024-09-16,ANVT,12368,15026,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12368 may propagate delay to Train 15026 (risk 59.0%)
2024-09-24,ANVT,12876,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12876 may propagate delay to Train 12506 (risk 59.0%)
2024-09-02,ANVT,22806,12488,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 22806 may propagate delay to Train 12488 (risk 59.0%)
2024-09-20,ANVT,12876,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12876 may propagate delay to Train 12506 (risk 59.0%)
2024-09-30,ANVT,12816,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12816 may propagate delay to Train 12506 (risk 59.0%)
2024-09-07,ANVT,12826,12488,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12826 may propagate delay to Train 12488 (risk 59.0%)
2024-09-27,ANVT,12876,12506,0.0,0.0,10.0,0.5904235678547527,HIGH,VERY HIGH,ANVT: Train 12876 may propagate delay to Train 12506 (risk 59.0%)
2024-09-10,CSMT,12809,11139,5.0,0.0,6.0,0.5903257188992321,HIGH,VERY HIGH,CSMT: Train 12809 may propagate delay to Train 11139 (risk 59.0%)
2024-09-21,CSMT,11012,11019,0.0,18.0,3.0,0.5903205295176913,HIGH,VERY HIGH,CSMT: Train 11012 may propagate delay to Train 11019 (risk 59.0%)
2024-09-25,ASR,12029,14505,19.0,13.0,24.0,0.5903045017822873,HIGH,VERY HIGH,ASR: Train 12029 may propagate delay to Train 14505 (risk 59.0%)
2024-09-04,CSMT,11301,12534,3.0,0.0,13.0,0.5901640488837433,HIGH,VERY HIGH,CSMT: Train 11301 may propagate delay to Train 12534 (risk 59.0%)
2024-09-28,CSMT,11029,11401,476.0,5.0,4.0,0.5901326615025474,HIGH,VERY HIGH,CSMT: Train 11029 may propagate delay to Train 11401 (risk 59.0%)
2024-09-13,HWH,12327,12021,1210.0,173.0,3.0,0.5901034323082559,HIGH,VERY HIGH,HWH: Train 12327 may propagate delay to Train 12021 (risk 59.0%)
2024-09-29,NDLS,12453,12439,16.0,100.0,24.0,0.590099002436761,HIGH,VERY HIGH,NDLS: Train 12453 may propagate delay to Train 12439 (risk 59.0%)
2024-09-17,BINA,12192,12186,69.0,33.0,16.0,0.5900764865932142,HIGH,VERY HIGH,BINA: Train 12192 may propagate delay to Train 12186 (risk 59.0%)
2024-09-16,ASR,12242,12716,2.0,0.0,18.0,0.5899949442885327,HIGH,VERY HIGH,ASR: Train 12242 may propagate delay to Train 12716 (risk 59.0%)
2024-09-15,ASR,14654,13006,2.0,0.0,18.0,0.5899949442885327,HIGH,VERY HIGH,ASR: Train 14654 may propagate delay to Train 13006 (risk 59.0%)
2024-09-06,ASR,12242,12716,2.0,0.0,19.0,0.5899949442885327,HIGH,VERY HIGH,ASR: Train 12242 may propagate delay to Train 12716 (risk 59.0%)
2024-09-09,NDLS,22812,3414,20.0,412.0,2.0,0.5898939103608505,HIGH,VERY HIGH,NDLS: Train 22812 may propagate delay to Train 3414 (risk 59.0%)
2024-09-07,CSMT,22221,12125,0.0,2.0,26.0,0.5898800788359093,HIGH,VERY HIGH,CSMT: Train 22221 may propagate delay to Train 12125 (risk 59.0%)
2024-09-16,ASR,12497,12422,0.0,0.0,16.0,0.5898587124593385,HIGH,VERY HIGH,ASR: Train 12497 may propagate delay to Train 12422 (risk 59.0%)
2024-09-18,ASR,12242,12716,0.0,0.0,19.0,0.5898587124593385,HIGH,VERY HIGH,ASR: Train 12242 may propagate delay to Train 12716 (risk 59.0%)
2024-09-09,ASR,12030,12412,0.0,0.0,16.0,0.5898587124593385,HIGH,VERY HIGH,ASR: Train 12030 may propagate delay to Train 12412 (risk 59.0%)
2024-09-20,ASR,12318,12460,0.0,0.0,19.0,0.5898587124593385,HIGH,VERY HIGH,ASR: Train 12318 may propagate delay to Train 12460 (risk 59.0%)
2024-09-01,BINA,12721,12919,9.0,14.0,15.0,0.5898323328903496,HIGH,VERY HIGH,BINA: Train 12721 may propagate delay to Train 12919 (risk 59.0%)
2024-09-22,NZM,14317,11841,0.0,91.0,8.0,0.589770297837058,HIGH,VERY HIGH,NZM: Train 14317 may propagate delay to Train 11841 (risk 59.0%)
2024-09-19,CSMT,11139,17057,3.0,0.0,7.0,0.5897700154747632,HIGH,VERY HIGH,CSMT: Train 11139 may propagate delay to Train 17057 (risk 59.0%)
2024-09-04,CSMT,12128,11139,10.0,4.0,9.0,0.589748993628765,HIGH,VERY HIGH,CSMT: Train 12128 may propagate delay to Train 11139 (risk 59.0%)
2024-09-24,NZM,12190,9322,0.0,229.0,10.0,0.5897407277131399,HIGH,VERY HIGH,NZM: Train 12190 may propagate delay to Train 9322 (risk 59.0%)
2024-09-08,BINA,22162,22163,8.0,6.0,28.0,0.5897190224278902,HIGH,VERY HIGH,BINA: Train 22162 may propagate delay to Train 22163 (risk 59.0%)
2024-09-15,CSMT,11019,22732,4.0,0.0,6.0,0.5896720995885908,HIGH,VERY HIGH,CSMT: Train 11019 may propagate delay to Train 22732 (risk 59.0%)
2024-09-06,CSMT,11019,22732,4.0,0.0,6.0,0.5896720995885908,HIGH,VERY HIGH,CSMT: Train 11019 may propagate delay to Train 22732 (risk 59.0%)
2024-09-27,ASR,12242,12716,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 12242 may propagate delay to Train 12716 (risk 59.0%)
2024-09-03,ASR,14654,13006,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 14654 may propagate delay to Train 13006 (risk 59.0%)
2024-09-14,ASR,12926,15708,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 12926 may propagate delay to Train 15708 (risk 59.0%)
2024-09-07,ASR,14616,12460,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 14616 may propagate delay to Train 12460 (risk 59.0%)
2024-09-27,ASR,14654,13006,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 14654 may propagate delay to Train 13006 (risk 59.0%)
2024-09-06,ASR,12318,12460,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 12318 may propagate delay to Train 12460 (risk 59.0%)
2024-09-19,ASR,12242,12716,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 12242 may propagate delay to Train 12716 (risk 59.0%)
2024-09-28,ASR,14616,12460,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 14616 may propagate delay to Train 12460 (risk 59.0%)
2024-09-24,ASR,12318,12460,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 12318 may propagate delay to Train 12460 (risk 59.0%)
2024-09-29,ASR,12242,12716,0.0,0.0,20.0,0.5896493321489715,HIGH,VERY HIGH,ASR: Train 12242 may propagate delay to Train 12716 (risk 59.0%)
2024-09-13,BINA,11272,12183,15.0,22.0,27.0,0.5896386904889459,HIGH,VERY HIGH,BINA: Train 11272 may propagate delay to Train 12183 (risk 59.0%)
2024-09-18,NZM,18237,12137,136.0,79.0,8.0,0.5895994782902162,HIGH,VERY HIGH,NZM: Train 18237 may propagate delay to Train 12137 (risk 59.0%)
2024-09-01,BINA,12183,12405,14.0,5.0,29.0,0.5895899014145934,HIGH,VERY HIGH,BINA: Train 12183 may propagate delay to Train 12405 (risk 59.0%)
2024-09-25,CSMT,17617,22105,0.0,0.0,11.0,0.5895653629570137,HIGH,VERY HIGH,CSMT: Train 17617 may propagate delay to Train 22105 (risk 59.0%)
2024-09-14,CSMT,17617,22105,0.0,0.0,11.0,0.5895653629570137,HIGH,VERY HIGH,CSMT: Train 17617 may propagate delay to Train 22105 (risk 59.0%)
2024-09-10,CSMT,22105,22119,0.0,0.0,11.0,0.5895653629570137,HIGH,VERY HIGH,CSMT: Train 22105 may propagate delay to Train 22119 (risk 59.0%)
2024-09-13,CSMT,12110,82356,5.0,0.0,16.0,0.5894896768876422,HIGH,VERY HIGH,CSMT: Train 12110 may propagate delay to Train 82356 (risk 58.9%)
